"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2014"	"2014"	991	318857056	0.3
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2015"	"2015"	1061	321418820	0.3
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2016"	"2016"	1006	323127513	0.3
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2017"	"2017"	1075	325719178	0.3
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2018"	"2018"	1064	327167434	0.3
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2019"	"2019"	1105	328239523	0.3
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2020 "	"2020"	1115	329484123	0.3
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"1999"	"1999"	1904	279040168	0.7
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2000"	"2000"	1903	281421906	0.7
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2001"	"2001"	2095	284968955	0.7
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2002"	"2002"	1900	287625193	0.7
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2003"	"2003"	1957	290107933	0.7
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2004"	"2004"	1921	292805298	0.7
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2005"	"2005"	1857	295516599	0.6
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2006"	"2006"	1915	298379912	0.6
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2007"	"2007"	1816	301231207	0.6
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2008"	"2008"	1779	304093966	0.6
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2009"	"2009"	1782	306771529	0.6
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2010"	"2010"	1600	308745538	0.5
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2011"	"2011"	1770	311591917	0.6
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2012"	"2012"	1649	313914040	0.5
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2013"	"2013"	1569	316128839	0.5
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2014"	"2014"	1550	318857056	0.5
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2015"	"2015"	1634	321418820	0.5
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2016"	"2016"	1715	323127513	0.5
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2017"	"2017"	1718	325719178	0.5
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2018"	"2018"	1564	327167434	0.5
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2019"	"2019"	1737	328239523	0.5
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2020 "	"2020"	1708	329484123	0.5
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"1999"	"1999"	51437	279040168	18.4
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2000"	"2000"	51151	281421906	18.2
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2001"	"2001"	54249	284968955	19.0
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2002"	"2002"	58376	287625193	20.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2003"	"2003"	61206	290107933	21.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2004"	"2004"	63959	292805298	21.8
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2005"	"2005"	69368	295516599	23.5
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2006"	"2006"	73187	298379912	24.5
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2007"	"2007"	76862	301231207	25.5
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2008"	"2008"	79193	304093966	26.0
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2009"	"2009"	78990	306771529	25.7
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2010"	"2010"	82898	308745538	26.8
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2011"	"2011"	88415	311591917	28.4
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2012"	"2012"	88747	313914040	28.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2013"	"2013"	92619	316128839	29.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2014"	"2014"	97989	318857056	30.7
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2015"	"2015"	106119	321418820	33.0
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2016"	"2016"	118326	323127513	36.6
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2017"	"2017"	126912	325719178	39.0
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2018"	"2018"	125095	327167434	38.2
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2019"	"2019"	131091	328239523	39.9
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2020 "	"2020"	155793	329484123	47.3
	"Falls (W00-W19)"	"GR113-118"	"1999"	"1999"	13162	279040168	4.7
	"Falls (W00-W19)"	"GR113-118"	"2000"	"2000"	13322	281421906	4.7
	"Falls (W00-W19)"	"GR113-118"	"2001"	"2001"	15019	284968955	5.3
	"Falls (W00-W19)"	"GR113-118"	"2002"	"2002"	16257	287625193	5.7
	"Falls (W00-W19)"	"GR113-118"	"2003"	"2003"	17229	290107933	5.9
	"Falls (W00-W19)"	"GR113-118"	"2004"	"2004"	18807	292805298	6.4
	"Falls (W00-W19)"	"GR113-118"	"2005"	"2005"	19656	295516599	6.7
	"Falls (W00-W19)"	"GR113-118"	"2006"	"2006"	20823	298379912	7.0
	"Falls (W00-W19)"	"GR113-118"	"2007"	"2007"	22631	301231207	7.5
	"Falls (W00-W19)"	"GR113-118"	"2008"	"2008"	24013	304093966	7.9
	"Falls (W00-W19)"	"GR113-118"	"2009"	"2009"	24792	306771529	8.1
	"Falls (W00-W19)"	"GR113-118"	"2010"	"2010"	26009	308745538	8.4
	"Falls (W00-W19)"	"GR113-118"	"2011"	"2011"	27483	311591917	8.8
	"Falls (W00-W19)"	"GR113-118"	"2012"	"2012"	28753	313914040	9.2
	"Falls (W00-W19)"	"GR113-118"	"2013"	"2013"	30208	316128839	9.6
	"Falls (W00-W19)"	"GR113-118"	"2014"	"2014"	31959	318857056	10.0
	"Falls (W00-W19)"	"GR113-118"	"2015"	"2015"	33381	321418820	10.4
	"Falls (W00-W19)"	"GR113-118"	"2016"	"2016"	34673	323127513	10.7
	"Falls (W00-W19)"	"GR113-118"	"2017"	"2017"	36338	325719178	11.2
	"Falls (W00-W19)"	"GR113-118"	"2018"	"2018"	37455	327167434	11.4
	"Falls (W00-W19)"	"GR113-118"	"2019"	"2019"	39443	328239523	12.0
	"Falls (W00-W19)"	"GR113-118"	"2020 "	"2020"	42114	329484123	12.8
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"1999"	"1999"	824	279040168	0.3
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2000"	"2000"	776	281421906	0.3
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2001"	"2001"	802	284968955	0.3
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2002"	"2002"	762	287625193	0.3
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2003"	"2003"	730	290107933	0.3
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2004"	"2004"	649	292805298	0.2
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2005"	"2005"	789	295516599	0.3
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2006"	"2006"	642	298379912	0.2
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2007"	"2007"	613	301231207	0.2
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2008"	"2008"	592	304093966	0.2
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2009"	"2009"	554	306771529	0.2
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2010"	"2010"	606	308745538	0.2
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2011"	"2011"	591	311591917	0.2
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2012"	"2012"	548	313914040	0.2
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2013"	"2013"	505	316128839	0.2
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2014"	"2014"	461	318857056	0.1
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2015"	"2015"	489	321418820	0.2
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2016"	"2016"	495	323127513	0.2
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2017"	"2017"	486	325719178	0.1
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2018"	"2018"	458	327167434	0.1
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2019"	"2019"	486	328239523	0.1
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2020 "	"2020"	535	329484123	0.2
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"1999"	"1999"	3529	279040168	1.3
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2000"	"2000"	3482	281421906	1.2
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2001"	"2001"	3281	284968955	1.2
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2002"	"2002"	3447	287625193	1.2
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2003"	"2003"	3306	290107933	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2004"	"2004"	3308	292805298	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2005"	"2005"	3582	295516599	1.2
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2006"	"2006"	3579	298379912	1.2
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2007"	"2007"	3443	301231207	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2008"	"2008"	3548	304093966	1.2
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2009"	"2009"	3517	306771529	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2010"	"2010"	3782	308745538	1.2
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2011"	"2011"	3556	311591917	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2012"	"2012"	3551	313914040	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2013"	"2013"	3391	316128839	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2014"	"2014"	3406	318857056	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2015"	"2015"	3602	321418820	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2016"	"2016"	3786	323127513	1.2
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2017"	"2017"	3709	325719178	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2018"	"2018"	3710	327167434	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2019"	"2019"	3692	328239523	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2020 "	"2020"	4177	329484123	1.3
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"1999"	"1999"	3348	279040168	1.2
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2000"	"2000"	3377	281421906	1.2
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2001"	"2001"	3309	284968955	1.2
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2002"	"2002"	3159	287625193	1.1
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2003"	"2003"	3369	290107933	1.2
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2004"	"2004"	3229	292805298	1.1
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2005"	"2005"	3197	295516599	1.1
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2006"	"2006"	3109	298379912	1.0
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2007"	"2007"	3286	301231207	1.1
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2008"	"2008"	2912	304093966	1.0
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2009"	"2009"	2756	306771529	0.9
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2010"	"2010"	2782	308745538	0.9
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2011"	"2011"	2746	311591917	0.9
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2012"	"2012"	2464	313914040	0.8
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2013"	"2013"	2760	316128839	0.9
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2014"	"2014"	2701	318857056	0.8
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2015"	"2015"	2646	321418820	0.8
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2016"	"2016"	2730	323127513	0.8
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2017"	"2017"	2812	325719178	0.9
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2018"	"2018"	2972	327167434	0.9
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2019"	"2019"	2692	328239523	0.8
	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2020 "	"2020"	2951	329484123	0.9
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"1999"	"1999"	12186	279040168	4.4
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2000"	"2000"	12757	281421906	4.5
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2001"	"2001"	14078	284968955	4.9
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2002"	"2002"	17550	287625193	6.1
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2003"	"2003"	19457	290107933	6.7
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2004"	"2004"	20950	292805298	7.2
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2005"	"2005"	23618	295516599	8.0
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2006"	"2006"	27531	298379912	9.2
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2007"	"2007"	29846	301231207	9.9
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2008"	"2008"	31116	304093966	10.2
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2009"	"2009"	31758	306771529	10.4
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2010"	"2010"	33041	308745538	10.7
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2011"	"2011"	36280	311591917	11.6
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2012"	"2012"	36332	313914040	11.6
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2013"	"2013"	38851	316128839	12.3
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2014"	"2014"	42032	318857056	13.2
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2015"	"2015"	47478	321418820	14.8
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2016"	"2016"	58335	323127513	18.1
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2017"	"2017"	64795	325719178	19.9
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2018"	"2018"	62399	327167434	19.1
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2019"	"2019"	65773	328239523	20.0
	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2020 "	"2020"	87404	329484123	26.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"1999"	"1999"	18388	279040168	6.6
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2000"	"2000"	17437	281421906	6.2
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2001"	"2001"	17760	284968955	6.2
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2002"	"2002"	17201	287625193	6.0
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2003"	"2003"	17115	290107933	5.9
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2004"	"2004"	17016	292805298	5.8
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2005"	"2005"	18526	295516599	6.3
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2006"	"2006"	17503	298379912	5.9
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2007"	"2007"	17043	301231207	5.7
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2008"	"2008"	17012	304093966	5.6
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2009"	"2009"	15613	306771529	5.1
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2010"	"2010"	16678	308745538	5.4
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2011"	"2011"	17759	311591917	5.7
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2012"	"2012"	17099	313914040	5.4
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2013"	"2013"	16904	316128839	5.3
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2014"	"2014"	17430	318857056	5.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2015"	"2015"	18523	321418820	5.8
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2016"	"2016"	18307	323127513	5.7
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2017"	"2017"	18772	325719178	5.8
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2018"	"2018"	18101	327167434	5.5
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2019"	"2019"	19005	328239523	5.8
	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2020 "	"2020"	18612	329484123	5.6
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"1999"	"1999"	29199	279040168	10.5
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2000"	"2000"	29350	281421906	10.4
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2001"	"2001"	30622	284968955	10.7
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2002"	"2002"	31655	287625193	11.0
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2003"	"2003"	31484	290107933	10.9
	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2004"	"2004"	32439	292805298	11.1
